Ticker,Company,Industry,Sector,Theme_Exposure,Directional_Exposure,Theme,Theme_Description,Meta_Theme,Mega_Theme,Research_Provider,Research_Note,Research_Note_Year,Research_Note_Month,Research_Note_Day,Key_Variable,KV_View,KV_View_Detail
FE,FirstEnergy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
FE,FirstEnergy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
MGEE,MGE Energy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
MGEE,MGE Energy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
MGEE,MGE Energy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
MGEE,MGE Energy ,Utilities,Energy,Beneficiary of increased spending in electric transmission assets,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
NEE,NextEra Energy ,Clean Tech.,Energy,Leading developer of renewable projects in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
NEE,NextEra Energy ,Clean Tech.,Energy,Leading developer of renewable projects in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
NEE,NextEra Energy ,Clean Tech.,Energy,Leading developer of renewable projects in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
NEE,NextEra Energy ,Clean Tech.,Energy,Leading developer of renewable projects in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
NOVA,Sunnova ,Clean Tech.,Energy,Residential solar and energy storage service provider,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
NOVA,Sunnova ,Clean Tech.,Energy,Residential solar and energy storage service provider,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
NOVA,Sunnova ,Clean Tech.,Energy,Residential solar and energy storage service provider,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
NOVA,Sunnova ,Clean Tech.,Energy,Residential solar and energy storage service provider,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
RUN,SunRun ,Clean Tech.,Energy,Largest US rooftop solar and storage developer,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
RUN,SunRun ,Clean Tech.,Energy,Largest US rooftop solar and storage developer,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
RUN,SunRun ,Clean Tech.,Energy,Largest US rooftop solar and storage developer,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
RUN,SunRun ,Clean Tech.,Energy,Largest US rooftop solar and storage developer,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
SEDG,SolarEdge Technologies ,Clean Tech.,Energy,Global leader manufacturer of PV solar inverters,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
SEDG,SolarEdge Technologies ,Clean Tech.,Energy,Global leader manufacturer of PV solar inverters,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
SEDG,SolarEdge Technologies ,Clean Tech.,Energy,Global leader manufacturer of PV solar inverters,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
SEDG,SolarEdge Technologies ,Clean Tech.,Energy,Global leader manufacturer of PV solar inverters,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
SO,Southern Company ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
SO,Southern Company ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
SO,Southern Company ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
SO,Southern Company ,Utilities,Energy,Exposed to the transition to renewable energy resources based on the size of its coal fleet and footprint with favorable renewables economics,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
TPIC,TPI Composites ,Clean Tech.,Energy,Leading manufacturer of onshore wind turbines in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Installed Renewable GW,425 GW,By the year 2030
TPIC,TPI Composites ,Clean Tech.,Energy,Leading manufacturer of onshore wind turbines in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Capital Investment On Renewables,$840bn,By the year 2030
TPIC,TPI Composites ,Clean Tech.,Energy,Leading manufacturer of onshore wind turbines in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Renewables % of US Power Mix,40%,By the year 2030
TPIC,TPI Composites ,Clean Tech.,Energy,Leading manufacturer of onshore wind turbines in the US,Positive,Renewables,Renewable energy resources (wind and solar) represent nowa- days the lowest cost energy source in many parts of the US — driving negative carbon abatement costs for these technologies. ,Decarbonization,ESG/SRI ,Morgan Stanley,"Decarbonization
""Going Green Across the Board:
Assessing Key Decarbonization
Technologies & Stocks Exposed""",2021,9,30,Reduction in US Electricity Sector CO2 emissions,76%,By the year 2030|baseline = 2005
