from_name,from_entity_type,to_name,to_entity_type,from_id,to_id
Heavy Duty Trucks and Trailers Manufacturing,RBICS_IG,Commercial Transportation Equipment Manufacturing,RBICS_IG,4010251020,40102510
Chemical and Allied Products Distributors,RBICS_IG,Materials Distributors,RBICS_IG,4015201510,40152015
Other Agricultural Support Activity Providers,RBICS_IG,Agricultural Support Activity Providers,RBICS_IG,5015102510,50151025
Other Asia/Pacific Banks,RBICS_IG,Asia/Pacific Banks,RBICS_IG,3010101515,30101015
Other Asia/Pacific Wholesale Power,RBICS_IG,Asia/Pacific Wholesale Power,RBICS_IG,6510104520,65101045
Diversified General Waste Collection,RBICS_IG,General Waste Collection,RBICS_IG,1010251010,10102510
Environmental Consulting,RBICS_IG,Environmental Services,RBICS_IG,1010253015,10102530
Industry-Specific Factory Automation Equipment,RBICS_IG,Factory Automation Equipment,RBICS_IG,4010201515,40102015
Industrial Machinery and Supplies Distributors,RBICS_IG,Equipment and Supplies Distributors,RBICS_IG,4015201015,40152010
Full-Service Restaurants and Bars,RBICS_IG,Restaurants and Bars,RBICS_IG,1510102510,15101025
Other Personal Services,RBICS_IG,Personal Services,RBICS_IG,5025101515,50251015
Infrastructure Construction,RBICS_IG,Infrastructure Construction/Contracting Services,RBICS_IG,4015251010,40152510
Other Hosting Services,RBICS_IG,Internet Hosting Services,RBICS_IG,5520102020,55201020
Infrastructure Consulting and Design Services,RBICS_IG,Infrastructure Construction/Contracting Services,RBICS_IG,4015251015,40152510
Other Paper Packaging Products Manufacturing,RBICS_IG,Paper Packaging Products,RBICS_IG,4520152020,45201520
Printing and Stationary Paper Products,RBICS_IG,Paper and Paper Products,RBICS_IG,4520102015,45201020
Pulp and Paper Mills,RBICS_IG,Paper and Paper Products,RBICS_IG,4520102020,45201020
Network Design and Implementation Consulting,RBICS_IG,Infrastructure and Network Consulting Services,RBICS_IG,5520202520,55202025
Security and Management Consulting,RBICS_IG,Infrastructure and Network Consulting Services,RBICS_IG,5520202525,55202025
Managed Hosting Services,RBICS_IG,Internet Hosting Services,RBICS_IG,5520102015,55201020
Software Design and Engineering Consulting,RBICS_IG,Infrastructure and Network Consulting Services,RBICS_IG,5520202530,55202025
General Accessories Retail,RBICS_IG,Accessories Retail,RBICS_IG,2025101010,20251010
Alternative Investment Managers,RBICS_IG,Asset Management and Financial Advisory Services,RBICS_IG,3020101010,30201010
Alcoholic Beverage Production,RBICS_IG,Beverages Production,RBICS_IG,5015151010,50151510
General Beverage Production,RBICS_IG,Beverages Production,RBICS_IG,5015151015,50151510
Publishing,RBICS_IG,Print Media and Publishing Services,RBICS_IG,1515102020,15151020
Other Apparel Retail,RBICS_IG,Apparel Retail,RBICS_IG,2025102015,20251020
Limited-Service and Fast Food Restaurants,RBICS_IG,Restaurants and Bars,RBICS_IG,1510102515,15101025
Healthcare and Pharma Industry Software,RBICS_IG,Healthcare Administrative Support Services,RBICS_IG,3515101515,35151015
"Toy, Game, Hobby and Musical Instrument Products",RBICS_IG,Other Leisure Goods,RBICS_IG,2010151035,20101510
Other Entertainment and Programming Providers,RBICS_IG,Entertainment and Programming Providers,RBICS_IG,1515101510,15151015
Other Precious Metal Ore Mining,RBICS_IG,Precious Metal Mining,RBICS_IG,4515252025,45152520
Other Oncology Biopharmaceuticals,RBICS_IG,Oncology Biopharmaceuticals,RBICS_IG,3510101520,35101015
Non-Ferrous Metal Ore Mining,RBICS_IG,Base Metal Mining,RBICS_IG,4515251010,45152510
Other Materials Distributors,RBICS_IG,Materials Distributors,RBICS_IG,4015201515,40152015
Other Gold Mining,RBICS_IG,Precious Metal Mining,RBICS_IG,4515252020,45152520
United States East Savings Institutions,RBICS_IG,United States Savings Institutions,RBICS_IG,3010201510,30102015
Americas Petroleum Refineries,RBICS_IG,Petroleum Refineries,RBICS_IG,2515101510,25151015
"Asphalt, Cement and Concrete Products",RBICS_IG,Heavy Building Material and Aggregate Products,RBICS_IG,4515352010,45153520
Lubricants Manufacturing,RBICS_IG,Other Specialty/Performance Chemical Manufacturing,RBICS_IG,4510203025,45102030
Hospitality Industry Software,RBICS_IG,Accommodation Providers,RBICS_IG,1510101015,15101010
Consumer Vehicle Powertrain and Chassis Makers,RBICS_IG,Consumer Vehicle Parts Manufacturing,RBICS_IG,2020101015,20201010
United States Air Passenger Service Providers,RBICS_IG,Air Passenger Transportation,RBICS_IG,4015301030,40153010
Investment Company,RBICS_IG,Investment Holding Companies,RBICS_IG,3020102035,30201020
Other Small Home Appliances Makers,RBICS_IG,Small Appliances and Accessories Manufacturing,RBICS_IG,5020101530,50201015
Clinical Laboratory Patient Diagnostics,RBICS_IG,Ambulatory and Outpatient Diagnostic Patient Care,RBICS_IG,3515151510,35151515
Multi-Process Assembly Services,RBICS_IG,Contract Electronic Manufacturing,RBICS_IG,5510151015,55101510
Printed Circuit Board/Wiring Board Manufacturing,RBICS_IG,Interconnect Fabrication,RBICS_IG,5510152020,55101520
Internet Entertainment Retail,RBICS_IG,Entertainment Retail,RBICS_IG,2025151520,20251515
Multi-Type Passenger Transportation,RBICS_IG,Other Passenger Transportation,RBICS_IG,4015301515,40153015
Food Delivery Services,RBICS_IG,Other Food and Beverage Services,RBICS_IG,1510102020,15101020
Automotive Equipment Rental,RBICS_IG,Motor Vehicles and Parts Sales and Rental,RBICS_IG,2015102010,20151020
Automobile Dealers,RBICS_IG,Motor Vehicle Sales,RBICS_IG,2015101510,20151015
"Automotive Parts, Accessories and Tires Sales",RBICS_IG,Motor Vehicles and Parts Sales and Rental,RBICS_IG,2015102015,20151020
Viral Infectious Disease Biopharmaceuticals,RBICS_IG,Infectious Disease Biopharmaceuticals,RBICS_IG,3510101020,35101010
Computer Aided Design Software,RBICS_IG,Design and Engineering Software,RBICS_IG,5520151010,55201510
Car Manufacturers,RBICS_IG,Consumer Vehicle Manufacturing,RBICS_IG,2020101510,20201015
"Fruit, Nut and Vegetable Farming",RBICS_IG,Crop Production,RBICS_IG,5015101520,50151015
Industrial Robots and Material Handler Equipment,RBICS_IG,Factory Automation Equipment,RBICS_IG,4010201510,40102015
Handheld/Smart Phone Games Software,RBICS_IG,Games Software,RBICS_IG,5520152015,55201520
Internet Electronics Retail,RBICS_IG,Electronics Retail,RBICS_IG,2025151035,20251510
Africa Banks,RBICS_IG,"Europe, Middle East and Africa Banks",RBICS_IG,3010102010,30101020
Narcotics Pain Management Biopharmaceuticals,RBICS_IG,Pain Management Biopharmaceuticals,RBICS_IG,3510151515,35101515
Veterinary Products,RBICS_IG,Veterinary Products and Services,RBICS_IG,3515203010,35152030
Veterinary Services,RBICS_IG,Veterinary Products and Services,RBICS_IG,3515203015,35152030
Other Games Software,RBICS_IG,Games Software,RBICS_IG,5520152025,55201520
Other Interconnect Components,RBICS_IG,Interconnect Electronic Components,RBICS_IG,5510101020,55101010
Home and Office Productivity Peripherals,RBICS_IG,Computer Peripherals,RBICS_IG,5515201015,55152010
General Metal Parts and Components Makers,RBICS_IG,Metal Parts and Component Manufacturing,RBICS_IG,4515101025,45151010
Building/Physical Electronic Security Equipment,RBICS_IG,Electronic Security Equipment,RBICS_IG,5515101510,55151015
Consumer Batteries Manufacturing,RBICS_IG,Small Appliances and Accessories Manufacturing,RBICS_IG,5020101510,50201015
Other Building Materials and Garden Supply Stores,RBICS_IG,Building Materials and Garden Supply Stores,RBICS_IG,2025201015,20252010
Supermarkets,RBICS_IG,Grocery Stores,RBICS_IG,5010102020,50101020
Central and South America Mixed Telecom Services,RBICS_IG,Pan-Americas Mixed Telecommunications Services,RBICS_IG,6010105015,60101050
Other Automotive Services,RBICS_IG,Automotive Services,RBICS_IG,2015101020,20151010
"Design, Integration and Implementation Consulting",RBICS_IG,Infrastructure and Network Consulting Services,RBICS_IG,5520202510,55202025
Network Infrastructure Software,RBICS_IG,IT Infrastructure Software,RBICS_IG,5520153530,55201535
Information and News Content Providers and Sites,RBICS_IG,Consumer Data and Services,RBICS_IG,5520101010,55201010
Diversified Patient Care,RBICS_IG,Multi-Delivery-Type Patient Care,RBICS_IG,3515152510,35151525
Professional Content Providers,RBICS_IG,Professional Data and Services,RBICS_IG,5520103010,55201030
Fitness and Exercise Equipment,RBICS_IG,Sporting and Athletic Goods,RBICS_IG,2010152010,20101520
General Enterprise Management Software,RBICS_IG,Enterprise Management Software,RBICS_IG,5520151535,55201515
Nutraceuticals,RBICS_IG,Nutritional Health Pharmaceuticals,RBICS_IG,3515201015,35152010
Dietary and Naturopathic Supplements,RBICS_IG,Nutritional Health Pharmaceuticals,RBICS_IG,3515201010,35152010
Web Development Software Makers,RBICS_IG,Internet Hosting Services,RBICS_IG,5520102025,55201020
Apparel Production,RBICS_IG,Apparel and Footwear Production,RBICS_IG,2010101515,20101015
Automobile Comfort/Safety/Electronics Parts Makers,RBICS_IG,Consumer Vehicle Parts Manufacturing,RBICS_IG,2020101010,20201010
Post-Secondary Educational Services,RBICS_IG,Educational Services,RBICS_IG,5025101015,50251010
Cardiology Medical Devices,RBICS_IG,System-Specific General Medical Devices,RBICS_IG,3520151010,35201510
System-Specific Specialized Medical Devices,RBICS_IG,Specialized Medical Devices,RBICS_IG,3520201515,35202015
Other Educational Services,RBICS_IG,Educational Services,RBICS_IG,5025101010,50251010
Genetic Molecular Diagnostic Test Kits,RBICS_IG,Clinical Diagnostics Devices,RBICS_IG,3520101020,35201010
Commercial/Public Service Vehicle Component Makers,RBICS_IG,Commercial Transportation Equipment Manufacturing,RBICS_IG,4010251010,40102510
Pet Supplies Manufacturing,RBICS_IG,Other Leisure Goods,RBICS_IG,2010151025,20101510
Cryptocurrency Mining,RBICS_IG,Consumer Finance Services,RBICS_IG,3030101545,30301015
Bioanalytical Instruments,RBICS_IG,Scientific Products,RBICS_IG,3515202510,35152025
Architectural Component Manufacturing,RBICS_IG,Architectural and Infrastructure Component Makers,RBICS_IG,4515351010,45153510
Primary Care,RBICS_IG,Other Ambulatory and Outpatient Patient Care,RBICS_IG,3515153020,35151530
Pharmacies and Drug Stores,RBICS_IG,Pharmacies and Drug Retailers,RBICS_IG,5010201510,50102015
Analytical and Bioanalytical Services,RBICS_IG,Other Outsourced Biomedical Services,RBICS_IG,3515201510,35152015
Credit Cards,RBICS_IG,Consumer Finance Services,RBICS_IG,3030101520,30301015
General Consumer Finance Services,RBICS_IG,Consumer Finance Services,RBICS_IG,3030101535,30301015
Surgical Devices,RBICS_IG,System-Specific General Medical Devices,RBICS_IG,3520151020,35201510
Biological Specimen Storage,RBICS_IG,Other Healthcare Support Services,RBICS_IG,3515102510,35151025
Government and Not-For-Profit Industry Software,RBICS_IG,Administrative Services,RBICS_IG,1010151020,10101510
US and Canada Natural Gas Pipeline and Storage,RBICS_IG,Natural Gas Pipeline and Storage Services,RBICS_IG,2515151015,25151510
Real Estate Developers,RBICS_IG,Other Real Estate Investment and Services,RBICS_IG,3025151020,30251510
Other Agrochemicals Manufacturing,RBICS_IG,Agrochemical Products,RBICS_IG,4510202015,45102020
Other Chemical Additives Manufacturing,RBICS_IG,Additives Manufacturing,RBICS_IG,4510201020,45102010
Productivity Software,RBICS_IG,Home and Office Software,RBICS_IG,5520152530,55201525
Other Consulting and Business Process Outsourcing,RBICS_IG,Consulting/Business Process Outsourcing Services,RBICS_IG,1010151520,10101515
Internet Department Stores,RBICS_IG,Department Stores,RBICS_IG,5010151030,50101510
United States Wireline Services,RBICS_IG,Wireline Services,RBICS_IG,6010151530,60101515
Oil and Gas Well Drilling,RBICS_IG,Oil and Gas Field Support Activities,RBICS_IG,2510201515,25102015
Europe Wholesale Power,RBICS_IG,Other International Wholesale Power,RBICS_IG,6510105010,65101050
General Discount Stores,RBICS_IG,Discount Stores,RBICS_IG,5010151510,50101515
"Other Arts, Entertainment and Recreation Providers",RBICS_IG,"Arts, Entertainment and Recreation Providers",RBICS_IG,1510101520,15101015
Aviation Equipment,RBICS_IG,Aerospace Equipment,RBICS_IG,4010101010,40101010
Other Support Services,RBICS_IG,Facilities and Other Support Services,RBICS_IG,1010201015,10102010
Dairy and Dairy Alternative Production,RBICS_IG,Food Production,RBICS_IG,5015151515,50151515
Other Enterprise Management Software,RBICS_IG,Enterprise Management Software,RBICS_IG,5520151540,55201515
Personal Loans,RBICS_IG,Consumer Finance Services,RBICS_IG,3030101540,30301015
Diversified Contract Research Organizations,RBICS_IG,Contract Research Organizations,RBICS_IG,3515251520,35152515
Data Storage Drives and Peripherals,RBICS_IG,Data Storage Hardware,RBICS_IG,5515202010,55152020
Other Health Plans,RBICS_IG,Health Plan Providers,RBICS_IG,3515101015,35151010
Healthcare Business Management Services,RBICS_IG,Healthcare Administrative Support Services,RBICS_IG,3515101510,35151015
Other Managed Care,RBICS_IG,Health Plan Providers,RBICS_IG,3515101020,35151010
Other Internet Health and Personal Care Retail,RBICS_IG,Other Health and Personal Care Retail,RBICS_IG,5010201015,50102010
Lumber Processing and Sawmill Products,RBICS_IG,Construction Wood Products,RBICS_IG,4520101015,45201010
Engineered Wood Products Manufacturing,RBICS_IG,Construction Wood Products,RBICS_IG,4520101010,45201010
"Plywood, Hardwood and Softwood Veneer Products",RBICS_IG,Construction Wood Products,RBICS_IG,4520101030,45201010
Educational Software,RBICS_IG,Home and Office Software,RBICS_IG,5520152510,55201525
Other Commercial Finance,RBICS_IG,Commercial Finance Services,RBICS_IG,3030101020,30301010
Other Long-Term Care Facilities,RBICS_IG,Long-Term Care Facilities,RBICS_IG,3515152020,35151520
Home Healthcare,RBICS_IG,Long-Term Care Facilities,RBICS_IG,3515152015,35151520
Swimming Pool and Spa Products,RBICS_IG,Other Leisure Goods,RBICS_IG,2010151040,20101510
Electronic Waste Services,RBICS_IG,Hazardous Materials Disposal,RBICS_IG,1010251515,10102515
International Electric Utilities,RBICS_IG,Electric Utilities,RBICS_IG,6510101010,65101010
"Hotels, Motels and Resorts",RBICS_IG,Accommodation Providers,RBICS_IG,1510101025,15101010
Value-Added Technology Manufacturing Services,RBICS_IG,Contract Electronic Manufacturing,RBICS_IG,5510151030,55101510
Semiconductor Foundry Services,RBICS_IG,Semiconductor Manufacturing Services,RBICS_IG,5510301510,55103015
Wireless Infrastructure Services,RBICS_IG,Telecommunications Industry Software and Services,RBICS_IG,6010104015,60101040
Other Clinical Diagnostic Devices,RBICS_IG,Clinical Diagnostics Devices,RBICS_IG,3520101015,35201010
Recycling Services,RBICS_IG,General Waste Collection,RBICS_IG,1010251025,10102510
Electronic Design Automation Software,RBICS_IG,Design and Engineering Software,RBICS_IG,5520151015,55201510
Supplemental Health Insurance,RBICS_IG,Life and Health Insurance,RBICS_IG,3015101515,30151015
Landfill Services,RBICS_IG,General Waste Collection,RBICS_IG,1010251020,10102510
Middle East and Africa Wholesale Power,RBICS_IG,Other International Wholesale Power,RBICS_IG,6510105015,65101050
Waste-to-Energy Services,RBICS_IG,Environmental Services,RBICS_IG,1010253030,10102530
Vascular Disorders Biopharmaceuticals,RBICS_IG,Cardiovascular System Biopharmaceuticals,RBICS_IG,3510201020,35102010
Obstetrics Biopharmaceuticals,RBICS_IG,Obstetrics and Gynecology Biopharmaceuticals,RBICS_IG,3510205015,35102050
Diabetes Biopharmaceuticals,RBICS_IG,Endocrinology and Metabolism Biopharmaceuticals,RBICS_IG,3510202510,35102025
Intermediary Metabolism Biopharmaceuticals,RBICS_IG,Endocrinology and Metabolism Biopharmaceuticals,RBICS_IG,3510202515,35102025
Gynecology Biopharmaceuticals,RBICS_IG,Obstetrics and Gynecology Biopharmaceuticals,RBICS_IG,3510205010,35102050
Autoimmune Disorders Biopharmaceuticals,RBICS_IG,Immunology Biopharmaceuticals,RBICS_IG,3510203510,35102035
Non-Narcotics Pain Management Biopharmaceuticals,RBICS_IG,Pain Management Biopharmaceuticals,RBICS_IG,3510151520,35101515
Lower Respiratory Biopharmaceuticals,RBICS_IG,Respiratory System Biopharmaceuticals,RBICS_IG,3510206010,35102060
Property and Casualty Reinsurance,RBICS_IG,Reinsurance,RBICS_IG,3015102520,30151025
Americas Gold Mining,RBICS_IG,Precious Metal Mining,RBICS_IG,4515252010,45152520
Europe Fossil Fuel Exploration/Production,RBICS_IG,Other Fossil Fuel Exploration and Production,RBICS_IG,2510152015,25101520
MENA Fossil Fuel Exploration/Production,RBICS_IG,Other Fossil Fuel Exploration and Production,RBICS_IG,2510152020,25101520
Bacterial Infectious Disease Biopharmaceuticals,RBICS_IG,Infectious Disease Biopharmaceuticals,RBICS_IG,3510101010,35101010
Gastrointestinal Tract Biopharmaceuticals,RBICS_IG,Digestive System Biopharmaceuticals,RBICS_IG,3510202015,35102020
Asia/Pacific Fossil Fuel Exploration/Production,RBICS_IG,Other Fossil Fuel Exploration and Production,RBICS_IG,2510152010,25101520
Metal Cans and Closures Manufacturing,RBICS_IG,Metal Packaging Products,RBICS_IG,4520151010,45201510
Other Motor Vehicle Sales,RBICS_IG,Motor Vehicle Sales,RBICS_IG,2015101515,20151015
"Other Air, Liquid and Gas Control Equipment Makers",RBICS_IG,"Air, Liquid and Gas Control Equipment",RBICS_IG,4010201015,40102010
Adhesives and Sealants Manufacturing,RBICS_IG,"Adhesive, Sealant, Coating and Paint Products",RBICS_IG,4510201510,45102015
Paints Manufacturing,RBICS_IG,"Adhesive, Sealant, Coating and Paint Products",RBICS_IG,4510201530,45102015
General Coatings and Paints Makers,RBICS_IG,"Adhesive, Sealant, Coating and Paint Products",RBICS_IG,4510201520,45102015
Facilities Support Services,RBICS_IG,Facilities and Other Support Services,RBICS_IG,1010201010,10102010
Assisted Living,RBICS_IG,Long-Term Care Facilities,RBICS_IG,3515152010,35151520
Environmental Control Machinery/Equipment Products,RBICS_IG,"Air, Liquid and Gas Control Equipment",RBICS_IG,4010201010,40102010
Commercial Service Industry Machinery Products,RBICS_IG,Other Machinery Manufacturing,RBICS_IG,4010203010,40102030
Chemistry Clinical Diagnostic Devices,RBICS_IG,Clinical Diagnostics Devices,RBICS_IG,3520101010,35201010
Specialized Design and Engineering Software,RBICS_IG,Design and Engineering Software,RBICS_IG,5520151025,55201510
Other Oil and Gas Software and Services,RBICS_IG,Oil and Gas Operations Support Activities,RBICS_IG,2510202045,25102020
Utilities Industry Software,RBICS_IG,Other Electric and Natural Gas Utilities,RBICS_IG,6510102025,65101020
Television Equipment Manufacturing,RBICS_IG,Consumer Video Electronics Equipment,RBICS_IG,5515252525,55152525
Specialty Analog and Mixed Signal Semiconductors,RBICS_IG,Analog and Mixed Signal Semiconductors,RBICS_IG,5510201030,55102010
Power Module and Subassembly Components,RBICS_IG,Module and Subassembly Components,RBICS_IG,5510101515,55101015
Oil and Gas Engineering and Construction,RBICS_IG,Oil and Gas Operations Support Activities,RBICS_IG,2510202020,25102020
Wholesale Pharmaceuticals Distributors,RBICS_IG,Healthcare Distributors,RBICS_IG,3515102025,35151020
Other Base Metal Ore Mining,RBICS_IG,Base Metal Mining,RBICS_IG,4515251015,45152510
Other Farming,RBICS_IG,Crop Production,RBICS_IG,5015101530,50151015
Greeting Cards and Giftware Products,RBICS_IG,Other Leisure Goods,RBICS_IG,2010151020,20101510
Other Architecture/Infrastructure Component Makers,RBICS_IG,Architectural and Infrastructure Component Makers,RBICS_IG,4515351015,45153510
Personal Insurance,RBICS_IG,Property and Casualty Insurance,RBICS_IG,3015102015,30151020
Funds Management and Advisors,RBICS_IG,Asset Management and Financial Advisory Services,RBICS_IG,3020101020,30201010
Diverse Construction and Engineering Services,RBICS_IG,Infrastructure Construction/Contracting Services,RBICS_IG,4015251025,40152510
Hematological Oncology Biopharmaceuticals,RBICS_IG,Oncology Biopharmaceuticals,RBICS_IG,3510101515,35101015
Non-Ferrous Metal Products Manufacturing,RBICS_IG,Primary Metals Products,RBICS_IG,4515102035,45151020
Petrochemicals and Alternative Fuels Manufacturing,RBICS_IG,Organic and Petrochemical Products,RBICS_IG,4510101015,45101010
International Natural Gas Utilities,RBICS_IG,Natural Gas Utilities,RBICS_IG,6510101510,65101015
Medical Device OEM,RBICS_IG,Contract Manufacturing Organizations,RBICS_IG,3515251015,35152510
Traditional Investment Products,RBICS_IG,Asset Management and Financial Advisory Services,RBICS_IG,3020101030,30201010
General and Acute Hospitals,RBICS_IG,Acute Care and Institutional Patient Care,RBICS_IG,3515151010,35151510
Specialized Ambulatory and Outpatient Patient Care,RBICS_IG,Other Ambulatory and Outpatient Patient Care,RBICS_IG,3515153030,35151530
Medical Equipment Distributors,RBICS_IG,Healthcare Distributors,RBICS_IG,3515102015,35151020
Oilseed and Grain Farming,RBICS_IG,Crop Production,RBICS_IG,5015101535,50151015
Recreation Equipment Manufacturing,RBICS_IG,Consumer Vehicle Manufacturing,RBICS_IG,2020101525,20201015
Gaming Industries,RBICS_IG,"Arts, Entertainment and Recreation Providers",RBICS_IG,1510101515,15101015
Physical and Online Casinos,RBICS_IG,"Arts, Entertainment and Recreation Providers",RBICS_IG,1510101525,15101015
Food Service Contractors,RBICS_IG,Other Food and Beverage Services,RBICS_IG,1510102010,15101020
Healthcare General Support Services,RBICS_IG,Other Healthcare Support Services,RBICS_IG,3515102520,35151025
Other Nonmetallic Mineral Product Makers,RBICS_IG,Nonmetallic Minerals Products,RBICS_IG,4515151025,45151510
Spectator Sports and Performing Arts,RBICS_IG,"Arts, Entertainment and Recreation Providers",RBICS_IG,1510101530,15101015
Console Games Software,RBICS_IG,Games Software,RBICS_IG,5520152010,55201520
Industrial Gas Manufacturing,RBICS_IG,Other Commodity Chemical Manufacturing,RBICS_IG,4510101515,45101015
Other Factory Automation Product Manufacturing,RBICS_IG,Factory Automation Equipment,RBICS_IG,4010201525,40102015
US Other and Mixed Wholesale Power,RBICS_IG,United States Wholesale Power,RBICS_IG,6510103510,65101035
Manufacturing Industry Software,RBICS_IG,Other Machinery Manufacturing,RBICS_IG,4010203020,40102030
Communications Infrastructure Software,RBICS_IG,IT Infrastructure Software,RBICS_IG,5520153510,55201535
Communications Semiconductors,RBICS_IG,Specialized Semiconductors,RBICS_IG,5510204010,55102040
Peripheral Semiconductors,RBICS_IG,Specialized Semiconductors,RBICS_IG,5510204025,55102040
Diversified Specialty/Performance Chemicals Makers,RBICS_IG,Other Specialty/Performance Chemical Manufacturing,RBICS_IG,4510203010,45102030
General Textiles Makers,RBICS_IG,Textile Products,RBICS_IG,4520201015,45202010
Data Storage Infrastructure Software,RBICS_IG,IT Infrastructure Software,RBICS_IG,5520153515,55201535
Internet Footwear Retail,RBICS_IG,Footwear Retail,RBICS_IG,2025102515,20251025
Mining and Excavation Equipment Manufacturing,RBICS_IG,Natural Resource and Construction Machinery Makers,RBICS_IG,4010202520,40102025
Asia/Pacific Gold Mining,RBICS_IG,Precious Metal Mining,RBICS_IG,4515252015,45152520
Other Americas Fossil Fuel Exploration/Production,RBICS_IG,Americas Fossil Fuel Exploration and Production,RBICS_IG,2510151010,25101510
Casual and Specialty Apparel Retail,RBICS_IG,Apparel Retail,RBICS_IG,2025102010,20251020
Other Power Generation and Support Products,RBICS_IG,Power Generation and Support Products,RBICS_IG,4010152010,40101520
Metalwork and Metal Production Machinery Products,RBICS_IG,Factory Automation Equipment,RBICS_IG,4010201520,40102015
Stamping and Forging Shops,RBICS_IG,Metal Parts and Component Manufacturing,RBICS_IG,4515101040,45151010
Other Reinsurance,RBICS_IG,Reinsurance,RBICS_IG,3015102515,30151025
General Electronics Retail,RBICS_IG,Electronics Retail,RBICS_IG,2025151025,20251510
General Furniture and Home Furnishings Stores,RBICS_IG,Furniture and Home Furnishings Stores,RBICS_IG,2025201515,20252015
Household Appliance Stores,RBICS_IG,Electronics Retail,RBICS_IG,2025151030,20251510
Mixed Architecture/Infrastructure Component Makers,RBICS_IG,Architectural and Infrastructure Component Makers,RBICS_IG,4515351020,45153510
Footwear Production,RBICS_IG,Apparel and Footwear Production,RBICS_IG,2010101520,20101015
Cosmetics Manufacturing,RBICS_IG,Cosmetics Products,RBICS_IG,5020201510,50202015
Other Contract Manufacturing Organizations,RBICS_IG,Contract Manufacturing Organizations,RBICS_IG,3515251020,35152510
General Nonmetallic Mineral Mining,RBICS_IG,Nonmetallic Mineral Mining,RBICS_IG,4515301515,45153015
Renewable Energy/Distributed Power System Makers,RBICS_IG,Power Generation and Support Products,RBICS_IG,4010152015,40101520
Other Power Analog and Mixed Signal Semiconductors,RBICS_IG,Analog and Mixed Signal Semiconductors,RBICS_IG,5510201015,55102010
Semiconductor Front End Processing Equipment,RBICS_IG,Semiconductor Manufacturing Capital Equipment,RBICS_IG,5510301015,55103010
Electronic Components Distributors,RBICS_IG,Other IT Distributors,RBICS_IG,5515301510,55153015
General Infrastructure and Network Consulting,RBICS_IG,Infrastructure and Network Consulting Services,RBICS_IG,5520202515,55202025
Americas Wireline Services,RBICS_IG,Wireline Services,RBICS_IG,6010151510,60101515
Americas Wireless Services,RBICS_IG,Wireless Services,RBICS_IG,6010151010,60101510
Safety and Sterilization Medical Supplies,RBICS_IG,Medical Supplies,RBICS_IG,3520201015,35202010
Multinational Internet Banks,RBICS_IG,Multinational Banks,RBICS_IG,3010102515,30101025
Asia/Pacific Wireline Services,RBICS_IG,Wireline Services,RBICS_IG,6010151515,60101515
Internet Discount Stores,RBICS_IG,Discount Stores,RBICS_IG,5010151515,50101515
Internet Pharmacies and Drug Retail,RBICS_IG,Pharmacies and Drug Retailers,RBICS_IG,5010201515,50102015
"Basic Plastic Sheets, Films and Shapes Products",RBICS_IG,Plastic Products Manufacturing,RBICS_IG,4510251510,45102515
Minimills Steel Mills and Products Manufacturing,RBICS_IG,Primary Metals Products,RBICS_IG,4515102030,45151020
General Oil and Gas Operations Support Activities,RBICS_IG,Oil and Gas Operations Support Activities,RBICS_IG,2510202010,25102020
Ship Builders and Ship Repair Service Providers,RBICS_IG,Commercial Transportation Equipment Manufacturing,RBICS_IG,4010251035,40102510
Other Petroleum Products,RBICS_IG,"LPG, Propane and Other Distributors",RBICS_IG,2515101020,25151010
Other Entertainment Retail,RBICS_IG,Entertainment Retail,RBICS_IG,2025151515,20251515
Seafood Production,RBICS_IG,Animal Production,RBICS_IG,5015101015,50151010
"School, Art and Office Supplies Manufacturing",RBICS_IG,Other Leisure Goods,RBICS_IG,2010151030,20101510
Multi-Type Small Appliances and Accessories Makers,RBICS_IG,Small Appliances and Accessories Manufacturing,RBICS_IG,5020101520,50201015
Garden Products,RBICS_IG,Other Leisure Goods,RBICS_IG,2010151010,20101510
Sweets and Snacks Production,RBICS_IG,Food Production,RBICS_IG,5015151535,50151515
General Food Manufacturing and Processing,RBICS_IG,Food Production,RBICS_IG,5015151520,50151515
Brokerage Services,RBICS_IG,Securities Sales and Trading Services,RBICS_IG,3020102510,30201025
Commercial Real Estate Services and Brokerage,RBICS_IG,Other Real Estate Investment and Services,RBICS_IG,3025151010,30251510
Video Entertainment and Programming Providers,RBICS_IG,Entertainment and Programming Providers,RBICS_IG,1515101520,15151015
Warehouse Club Stores and Superstores,RBICS_IG,Warehouse Clubs and Superstores,RBICS_IG,5010153010,50101530
Point-of-Sale (POS) Terminal Manufacturing,RBICS_IG,Commerce Equipment,RBICS_IG,5515101015,55151010
Protective/Pressure Sensitive Material Products,RBICS_IG,Other Containers and Packaging Products,RBICS_IG,4520151520,45201515
General Line Grocery Retail,RBICS_IG,Retail Distributors,RBICS_IG,5010102525,50101025
Automotive Maintenance and Repair Services,RBICS_IG,Automotive Services,RBICS_IG,2015101010,20151010
Electronic Materials Manufacturing,RBICS_IG,Other Specialty/Performance Chemical Manufacturing,RBICS_IG,4510203015,45102030
Semiconductor Process Control Equipment,RBICS_IG,Semiconductor Manufacturing Capital Equipment,RBICS_IG,5510301020,55103010
Semiconductor Packaging and Testing Services,RBICS_IG,Semiconductor Manufacturing Services,RBICS_IG,5510301515,55103015
